N_n,M_u,T_q,T_r,I_o
1.0,0.0049,23216.196,11.0,2.1157
1.0,0.0319,8551.902,518.0,2.9453
1.0,0.0292,8567.919,630.0,3.8713
1.0,0.0154,5996.531999999997,596.0,3.8946
1.0,0.0421,8551.835,516.0,3.1994
1.0,0.0094,127613.072,13.0,2.1575
1.0,0.0013,46339.028,18.0,2.1457
1.0,0.0299,8567.53,525.0,3.3555
1.0,0.0132,96.671,502.0,2.8614
1.0,0.0488,104225.05,532.0,3.8469
1.0,0.0292,46313.489,523.0,3.3416
1.0,0.0443,10437.767,526.0,3.8291
1.0,0.0279,8567.144,533.0,3.156
1.0,0.0012,6479.723000000001,11.0,2.1668
1.0,0.009000000000000001,24556.992,11.0,2.1747
1.0,0.0255,46313.15,637.0,3.2926
1.0,0.0287,8566.841999999999,515.0,3.2263
1.0,0.0068,46338.143,18.0,2.182
1.0,0.0331,95.89,538.0,3.7868
1.0,0.015,46312.833,513.0,3.11
1.0,0.0439,29344.845,517.0,3.0065
1.0,0.0431,41685.02,525.0,3.0704
1.0,0.0034,56122.586,11.0,2.3203
1.0,0.0083,46337.67,18.0,2.3082
1.0,0.0151,46337.66099999999,17.0,2.3111
1.0,0.0447,56277.978,485.0,2.9585
1.0,0.0318,10444.086,535.0,3.1771
1.0,0.008,148103.531,11.0,2.3993
1.0,0.0025,111089.115,12.0,2.1471
1.0,0.0256,76904.09700000001,520.0,3.0128
1.0,0.0012,29878.356,10.0,2.1807
1.0,0.0035,24717.096,12.0,2.1691
1.0,0.009000000000000001,24555.721,12.0,2.3453
1.0,0.0313,46311.877,524.0,3.2241
1.0,0.0306,10443.557,531.0,3.7686
1.0,0.0027,10465.418,11.0,2.144
1.0,0.0232,10443.496,529.0,3.0178
1.0,0.0331,249692.595,524.0,2.9575
1.0,0.0252,41683.833,517.0,2.9001
1.0,0.0323,8549.255,522.0,3.1898
1.0,0.011,46336.517,18.0,2.1717
1.0,0.001,46437.296,11.0,2.1442
1.0,0.0094,131717.343,11.0,2.0438
1.0,0.0242,46311.133,521.0,3.3429
1.0,0.033,104222.522,679.0,3.0838
1.0,0.0275,56890.936,508.0,3.1446
1.0,0.0074,127610.067,12.0,2.1792
1.0,0.0298,93.813,501.0,2.9742
1.0,0.021,16814.185,522.0,2.8928
1.0,0.0211,10446.439,508.0,3.4658
1.0,0.0141,56600.394,504.0,3.067
1.0,0.0187,10446.371,508.0,3.3123
1.0,0.0145,10446.306,514.0,3.5369
1.0,0.0404,46311.321,516.0,3.82
1.0,0.0301,93.26,520.0,3.5082
1.0,0.0317,46310.203,516.0,3.6917
1.0,0.0271,89525.341,526.0,3.2836
1.0,0.0304,56805.462,508.0,3.2548
1.0,0.0202,8567.085,515.0,3.1276
1.0,0.0367,8551.279,690.0,4.0597
1.0,0.0065,126591.655,12.0,2.1981
1.0,0.0349,8547.567,515.0,3.3285
1.0,0.0263,73745.61,519.0,3.6606
1.0,0.0258,373205.334,530.0,2.9638
1.0,0.0514,46309.549000000006,525.0,3.3362
1.0,0.0316,38468.698,514.0,3.0267
1.0,0.0335,104220.868,514.0,3.6584
1.0,0.0329,8647.546999999999,524.0,2.9325
1.0,0.001,129619.148,11.0,2.1461
1.0,0.0036,1590.129,12.0,2.1726
1.0,0.0014,46334.288,17.0,2.2141
1.0,0.0475,10440.746,524.0,3.3893
1.0,0.0367,23211.012,584.0,3.2966
1.0,0.0011,126590.651,11.0,2.1766
1.0,0.0087,29875.007,11.0,2.3533
1.0,0.0014,131714.80800000002,11.0,2.1981
1.0,0.0351,91.609,520.0,3.7613
1.0,0.0267,46308.499,519.0,3.9771
1.0,0.0111,10462.213,11.0,2.0289
1.0,0.0441,8546.141,514.0,3.0922
1.0,0.0533,8549.626,516.0,3.002
1.0,0.0024,46333.346,18.0,2.1454
1.0,0.0234,89624.153,511.0,3.7393
1.0,0.0372,46307.968,523.0,3.8104
1.0,0.0077,24713.101,12.0,1.9234
1.0,0.0152,46307.84400000001,509.0,3.7356
1.0,0.0277,10439.634,530.0,3.3534
1.0,0.0349,89522.87400000003,510.0,3.6751
1.0,0.0084,158241.495,11.0,2.1861
1.0,0.0245,8561.29,507.0,3.4863
1.0,0.0284,88268.17199999998,514.0,3.6918
1.0,0.0123,46332.50900000001,18.0,2.1913
1.0,0.0145,8561.18,501.0,2.9693
1.0,0.0313,23209.283,511.0,3.8703
1.0,0.0277,8564.292,508.0,3.1009
1.0,0.0387,29339.254,524.0,2.9924
1.0,0.0526,89522.13900000002,520.0,3.3192
1.0,0.0094,122949.493,11.0,2.1906
1.0,0.0253,8563.955,525.0,2.9051
1.0,0.024,8548.045,515.0,3.641
1.0,0.0084,46331.824,18.0,1.9429
1.0,0.0367,89.499,519.0,2.9578
1.0,0.0469,73742.409,582.0,3.9149
1.0,0.0286,46306.355,512.0,2.9655
1.0,0.0238,46306.291,531.0,3.0373
1.0,0.0041,10460.001,12.0,1.8985
1.0,0.0013,148097.384,11.0,2.1445
1.0,0.0327,23208.141,506.0,3.6345
1.0,0.0011,46331.261,17.0,2.1455
1.0,0.0314,10437.774,613.0,3.3732
1.0,0.0326,23207.902,503.0,3.6359
1.0,0.0591,247017.796,508.0,3.0154
1.0,0.0153,8562.83,578.0,2.9772
1.0,0.0299,46305.599,516.0,3.0523
1.0,0.0196,8562.664,505.0,2.9322
1.0,0.0553,10437.279,531.0,3.2051
1.0,0.0291,73741.26299999999,587.0,3.889
1.0,0.0469,38233.676,529.0,3.2475
1.0,0.0349,89520.338,519.0,3.1899
1.0,0.0358,46305.08,520.0,2.9398
1.0,0.0375,46304.971,515.0,3.3045
1.0,0.0196,8558.804,503.0,2.9394
1.0,0.0062,24548.686,11.0,2.2611
1.0,0.039,46304.75900000001,520.0,3.3555
1.0,0.0023,131710.822,13.0,2.1242
1.0,0.0064,23206.682,211.0,2.3895
1.0,0.0245,8558.419,502.0,3.3061
1.0,0.0382,46304.418,515.0,2.9661
1.0,0.0037,127603.513,11.0,2.1687
1.0,0.0117,46329.449,18.0,2.1934
1.0,0.035,8561.384,529.0,2.9545
1.0,0.0132,126585.981,12.0,2.1895
1.0,0.054000000000000006,8545.435,511.0,3.3138
1.0,0.0012,10457.783,11.0,2.1878
1.0,0.0496,46303.934,520.0,3.5001
1.0,0.0581,8561.008,520.0,3.8355
1.0,0.0439,23205.871,523.0,3.8325
1.0,0.0011,24708.871,11.0,2.1564
1.0,0.0238,54823.731,536.0,3.1376
1.0,0.0196,232958.622,513.0,2.9919
1.0,0.0084,24708.644,12.0,2.1769
1.0,0.038,46303.412,569.0,3.2703
1.0,0.0077,46328.441,18.0,1.7968
1.0,0.0276,73739.203,517.0,3.1586
1.0,0.0017,46328.283,17.0,2.3163
1.0,0.0339,56843.324,515.0,3.1245
1.0,0.0273,104214.436,606.0,3.2278
1.0,0.0339,46302.922,27.0,2.3631
1.0,0.0011,25429.831,12.0,2.3337
1.0,0.0272,23204.839,688.0,4.086
1.0,0.0323,89517.867,517.0,3.0951
1.0,0.0157,46302.61,502.0,2.9837
1.0,0.001,24546.368,12.0,2.1461
1.0,0.0496,8540.246,514.0,3.3298
1.0,0.02,8543.694,502.0,3.6672
1.0,0.0132,46327.417,18.0,2.3774
1.0,0.0011,46327.321,18.0,2.1459
1.0,0.009000000000000001,25429.101,12.0,2.1745
1.0,0.0034,46283.071,12.0,1.9219
1.0,0.0284,46301.978,519.0,2.9649
1.0,0.0113,25428.974,11.0,2.0993
1.0,0.0159,46326.976,18.0,2.1571
1.0,0.0512,89516.912,522.0,2.9777
1.0,0.0134,46301.645,519.0,3.673
1.0,0.03,46301.56,511.0,3.1508
1.0,0.0249,104212.946,518.0,3.8733
1.0,0.0513,46301.404,514.0,3.3352
1.0,0.009000000000000001,46326.513,18.0,2.1643
1.0,0.027000000000000003,8542.683,516.0,3.4328
1.0,0.0386,84.152,521.0,3.0164
1.0,0.02,129610.979,11.0,2.1784
1.0,0.0214,46301.078,512.0,2.9687
1.0,0.0196,1582.054,504.0,3.1647
1.0,0.008,46326.115,18.0,1.8015
1.0,0.0091,46281.97900000001,11.0,2.1904
1.0,0.0137,25427.835,12.0,1.9527
1.0,0.0013,46325.873,18.0,2.1474
1.0,0.0009,148091.862,11.0,2.1471
1.0,0.0011,127599.677,11.0,2.1213
1.0,0.0279,8541.903,514.0,2.9367
1.0,0.0474,38459.675,584.0,3.3526
1.0,0.0483,73736.22,521.0,3.671
1.0,0.0308,46300.217,509.0,3.3694
1.0,0.0062,129610.032,11.0,2.181
1.0,0.0128,129609.971,11.0,2.1413
1.0,0.0347,10453.812,510.0,2.9501
1.0,0.0057,127599.127,11.0,2.3378
1.0,0.0012,46325.051,18.0,2.1464
1.0,0.0044,25426.898,12.0,2.352
1.0,0.0012,10453.543,12.0,2.1505
1.0,0.0241,82.727,504.0,2.8986
1.0,0.0012,25426.684,11.0,2.1569
1.0,0.026,288757.6,524.0,3.876
1.0,0.0038,46324.617,17.0,2.1723
1.0,0.0187,16606.186,501.0,3.1245
1.0,0.0011,10553.305,11.0,2.1756
1.0,0.0489,8540.673,510.0,3.0399
1.0,0.0013,46324.328,17.0,2.1463
1.0,0.0231,8540.496,530.0,2.9002
1.0,0.001,10452.788,11.0,1.6895
1.0,0.0292,46298.935,480.0,2.8991
1.0,0.0396,46298.842,520.0,3.5351
1.0,0.0061,24703.953,12.0,2.1692
1.0,0.0361,8540.148000000001,514.0,3.2198
1.0,0.0141,126580.439,12.0,2.1339
1.0,0.0154,8536.433,507.0,2.829
1.0,0.0322,53860.831,522.0,3.7689
1.0,0.0282,81.46300000000002,502.0,3.2617
1.0,0.0193,8536.239,527.0,2.8960000000000004
1.0,0.0023,111307.951,11.0,2.1522
1.0,0.0013,10451.978,11.0,2.1646
1.0,0.0417,8555.294,520.0,3.023
1.0,0.0242,165547.144,529.0,3.6948
1.0,0.0053,46324.013,17.0,2.174
1.0,0.0253,45098.932,513.0,2.9055
1.0,0.0057,131703.916,11.0,2.1767
1.0,0.0422,640.786,591.0,3.8275
1.0,0.026,38456.928,500.0,3.3335
1.0,0.0008,24541.393,11.0,2.1462
1.0,0.0077,46322.63,18.0,2.1816
1.0,0.0411,46297.4,511.0,3.3958
1.0,0.0032,56037.82900000001,11.0,2.3483
1.0,0.0107,46322.407,17.0,2.1848
1.0,0.0137,126578.973,12.0,2.1718
1.0,0.0301,8538.511999999999,520.0,3.7625
1.0,0.0369,8554.224,518.0,2.9828
1.0,0.0028,46322.136,18.0,2.1473
1.0,0.0014,46322.041,18.0,2.1522
1.0,0.0009,46522.078,11.0,2.1466
1.0,0.0292,10432.542,526.0,3.1553
1.0,0.0241,46296.644,508.0,3.0423
1.0,0.0444,73732.481,522.0,3.023
1.0,0.0301,8534.347,519.0,2.9167
1.0,0.0449,148188.481,515.0,2.9604
1.0,0.0353,104207.742,531.0,3.6766
1.0,0.05,8553.425,511.0,3.1554
1.0,0.0402,38455.435,522.0,3.3172
1.0,0.0101,46321.196,18.0,2.1823
1.0,0.0089,1577.0479999999998,11.0,2.1948
1.0,0.0328,46295.955,523.0,3.131
1.0,0.0021,46320.985,17.0,2.1448
1.0,0.0244,126577.549,514.0,3.6441
1.0,0.034,10419.937,524.0,3.732
1.0,0.0115,129605.415,11.0,2.191
1.0,0.0107,46276.586,11.0,2.191
1.0,0.002,24700.556,12.0,2.2292
1.0,0.0043,3145.388,11.0,2.1703
1.0,0.0063,158282.422,11.0,2.1779
1.0,0.0095,46320.351,18.0,2.1647
1.0,0.0242,46295.155,523.0,3.1828
1.0,0.0011,10448.872,12.0,2.1461
1.0,0.0008,1576.0770000000002,12.0,2.1462
1.0,0.0063,129604.764,11.0,2.1708
1.0,0.0317,23196.90700000001,510.0,3.3876
1.0,0.0128,131700.837,11.0,2.0037
1.0,0.0105,46275.777,12.0,2.1951
1.0,0.0307,73730.515,594.0,3.085
1.0,0.0092,1575.62,12.0,1.9681
1.0,0.034,46294.46400000001,527.0,3.429
1.0,0.013,46319.558,17.0,2.1908
1.0,0.0399,46294.315,515.0,3.9953
1.0,0.0531,23196.323,517.0,2.9854
1.0,0.0098,46275.242,12.0,1.9527
1.0,0.0106,131700.163,11.0,2.1909
1.0,0.0422,64967.197,512.0,3.1949
1.0,0.0009,46275.035,12.0,2.1463
1.0,0.0268,127592.937,521.0,3.7179
1.0,0.0013,46318.941,18.0,2.1462
1.0,0.0321,73729.695,525.0,3.4105
1.0,0.0466,10417.903,525.0,3.0574
1.0,0.0169,46293.548,508.0,2.8927
1.0,0.0012,46318.615,18.0,2.1462
1.0,0.0012,46318.64599999999,17.0,2.1461
1.0,0.0232,89508.469,584.0,3.7707
1.0,0.001,43921.212,12.0,2.1459
1.0,0.0012,24698.308,11.0,2.1847
1.0,0.0484,73728.997,515.0,3.7771
1.0,0.0219,8530.829,503.0,3.7138
1.0,0.0291,10424.757,527.0,2.9336
1.0,0.0011,46273.918,11.0,2.1881
1.0,0.0502,73728.656,516.0,3.8698
1.0,0.0337,46292.64900000001,520.0,3.7768
1.0,0.0262,73728.464,525.0,3.1882
1.0,0.0343,95290.857,513.0,2.9351
1.0,0.0349,46292.397,640.0,3.0912
1.0,0.0009,24536.26,12.0,2.1465
1.0,0.0235,89507.411,517.0,2.9888
1.0,0.0051,3142.259,11.0,2.1018
1.0,696531.7828,0.8490000000000001,8310.0,7111.9728
0.027777777777777776,0.0,1.137,21787.0,0.0
0.05555555555555555,44.2751,0.805,135.0,0.0855
0.1388888888888889,406.2551,0.865,4842.0,95.3727
0.027777777777777776,348.4432,0.82,14273.0,68.9377
0.2777777777777778,108.6658,0.8440000000000001,275.0,44.6527
0.2777777777777778,157.8769,0.7959999999999999,329.0,67.7466
0.05555555555555555,65.4184,0.807,191.0,0.1166
0.05555555555555555,123291.2551,0.833,20399.0,3342.7127
0.3333333333333333,0.0,0.825,1.0,0.0
0.027777777777777776,0.0,0.754,19665.0,0.0
0.027777777777777776,0.0,0.738,8652.0,0.0
0.027777777777777776,0.0156,0.765,19.0,0.6046
0.027777777777777776,193.1771,0.8690000000000001,11.0,0.0489
0.6666666666666666,0.0,0.763,21293.0,0.0
0.027777777777777776,425556.6712,102.038,16270.0,94.1843
0.027777777777777776,427175.3904,1.986,16370.0,94.1843
0.027777777777777776,426575.8508,1.912,16372.0,94.1843
0.027777777777777776,485121.4516,1.759,18955.0,94.1843
0.027777777777777776,433232.5783,1.646,16551.0,94.1843
0.027777777777777776,421588.5432,1.575,16373.0,94.1843
0.027777777777777776,428694.6564,1.4480000000000002,16471.0,94.1843
0.027777777777777776,433521.2704,135.401,16511.0,94.1843
0.027777777777777776,429671.0115,135.306,16427.0,94.1843
0.027777777777777776,427688.1814,135.21200000000002,16360.0,94.1843
0.027777777777777776,440075.3383,136.055,16636.0,94.1843
0.3333333333333333,269.3957,1.11,221.0,10.8222
0.05555555555555555,0.0736,1.08,5.0,0.0047
0.3333333333333333,2327.6273,1.704,816.0,81.6268
0.2777777777777778,217.6419,2.366,383.0,63.1787
0.2777777777777778,138.5523,1.17,288.0,53.7948
0.1388888888888889,2483.7556,897.0,83802.0,111.4974
0.2777777777777778,185.0759,1.099,369.0,80.5474
1.0,2959651.489,64477.0,41059.0,2514.4908
1.0,4590773.769300002,191468.0,58673.0,3838.7635
0.2777777777777778,294.1745,1.129,480.0,97.0586
0.027777777777777776,136807.4446,1.797,17980.0,3.1437
1.0,20.8023,917.0,108676.0,5.9695
0.027777777777777776,0.0,1.051,0.0,0.0
1.0,12.003,5461256.0,48914.0,5.1898
0.027777777777777776,656.4877,1.039,4024.0,125.7716
0.1388888888888889,3938.6477,991.0,101923.0,121.4199
0.027777777777777776,97.0555,1.14,600.0,0.0154
0.027777777777777776,87.9374,1.0490000000000002,548.0,0.1157
0.2777777777777778,118.1198,1.157,267.0,51.5361
0.027777777777777776,0.0291,1.074,22.0,0.6086
1.0,1211308.3946,4934.685,18046.0,996.2504
0.2777777777777778,213.867,3010.213,415.0,85.9139
0.5555555555555556,30060.2519,26618.061,83152.0,0.0168
0.05555555555555555,11969.782,92.989,1453.0,516.9104
0.5555555555555556,28553.1287,2975968.0,79158.0,0.0177
0.05555555555555555,8254.1714,60.50100000000001,1045.0,385.9259
0.027777777777777776,684.6762,1.23,21137.0,83.6518
0.027777777777777776,276.5963,1.278,464.0,77.0468
0.027777777777777776,244.2226,1.246,6591.0,61.3711
1.0,3117283.4597,3460623.0,42109.0,2707.8259
0.2777777777777778,200.8225,1672.945,379.0,78.1285
0.027777777777777776,167.5412,1.181,2491.0,68.7091
0.027777777777777776,3.4896,1.1840000000000002,33.0,0.2864
1.0,4.2985,1877830.0,64899.0,1.5118
1.0,16.4369,1753991.0,89480.0,4.8677
0.027777777777777776,948.0999,1.177,11489.0,97.9909
1.0,3.961,1305.163,5.0,0.2344
0.027777777777777776,702.3847,1.19,4692.0,91.0593
1.0,18.3561,1133614.0,84804.0,4.4089
1.0,2847209.2888,1060650.0,38984.0,2454.0729
0.2777777777777778,184.2762,1.809,359.0,76.2484
0.027777777777777776,680.7128,1.378,3898.0,108.0923
0.027777777777777776,211.2207,1.97,5246.0,54.1904
0.027777777777777776,0.0,1.067,4880.0,0.0
0.027777777777777776,0.0,1.071,15502.0,0.0
0.3333333333333333,2666.9177,1.144,81.0,45.9267
0.8888888888888888,3320.926,1.062,31.0,10.8915
0.3333333333333333,3079.4849,0.961,87.0,39.9764
0.3333333333333333,1313116.0408,103172.004,26073.0,721.6867
0.027777777777777776,0.0,1.871,3020.0,0.0
0.027777777777777776,0.0,744.0,5164.0,0.0
0.027777777777777776,0.0,1427.0,3887.0,0.0
0.027777777777777776,12.76,0.95,7.0,0.0445
0.027777777777777776,9993.558,0.768,242.0,5.4145
0.027777777777777776,0.0,0.685,1996.0,0.0
0.3333333333333333,0.0,0.65,1.0,0.0
0.3333333333333333,0.0,0.6920000000000001,1.0,0.0
0.3333333333333333,0.0,0.615,0.0,0.0
0.1111111111111111,21.3342,0.61,17.0,0.0301
0.027777777777777776,1500.0956,0.617,37.0,2.3155
0.027777777777777776,3681.705,0.8079999999999999,142.0,5.6732
0.027777777777777776,0.0,0.736,2091.0,0.0
0.1111111111111111,40671.17,0.743,192.0,0.033
0.1111111111111111,40231.497,0.708,185.0,0.0329
1.0,40205.5081,0.7390000000000001,179.0,0.0356
0.027777777777777776,0.0,0.6629999999999999,11464.0,0.0
0.027777777777777776,0.0439,0.5539999999999999,2.0,0.0059
0.027777777777777776,65.6469,1.127,407.0,0.0155
0.027777777777777776,0.0,1.01,1.0,0.0
0.027777777777777776,77.5748,0.907,485.0,0.1136
0.027777777777777776,0.0,1.809,1.0,0.0
0.027777777777777776,73.6849,1.709,461.0,0.0154
0.027777777777777776,87.5479,0.622,544.0,0.1155
0.027777777777777776,71.8299,0.825,445.0,0.0549
0.027777777777777776,0.0978,0.735,3.0,0.0065
0.027777777777777776,49.1479,0.6609999999999999,290.0,0.0112
0.027777777777777776,72.4262,0.5589999999999999,450.0,0.0466
0.027777777777777776,103.3929,0.754,642.0,0.0156
0.027777777777777776,49.8771,0.667,293.0,0.012
0.027777777777777776,91.5064,0.584,564.0,0.0154
0.027777777777777776,189.8812,3.034,1074.0,0.0158
0.027777777777777776,131.4406,2.922,785.0,0.5153
0.027777777777777776,120.8451,1.746,736.0,0.0297
0.027777777777777776,210.897,2.705,1277.0,0.4951
0.027777777777777776,395.3869,0.513,2806.0,17.3567
1.0,64020.9486,0.565,12140.0,33.8226
1.0,373673.6167,427.0,62677.0,295.9501
1.0,55652.4359,0.5489999999999999,10712.0,30.2003
1.0,394958.4984,570679.0,64228.0,163.8792
1.0,65761.7311,570.789,13029.0,36.7126
1.0,70684.6641,570.759,13615.0,37.615
1.0,397518.9413,570297.0,64461.0,164.1307
1.0,56941.3167,570.482,11251.0,31.8326
1.0,67314.7583,570.322,13038.0,36.3536
1.0,60937.4718,570.188,11666.0,32.1696
1.0,66255240.93399999,550654.0,86550.0,0.3715
0.027777777777777776,0.0084,0.481,2.0,0.0104
0.027777777777777776,65.8204,0.653,327.0,0.0186
0.027777777777777776,62.6965,0.5710000000000001,333.0,0.0223
0.027777777777777776,76.0768,0.488,383.0,0.1146
0.027777777777777776,0.0005,0.71,2.0,0.0038
0.027777777777777776,71.7295,0.586,360.0,0.0179
0.027777777777777776,81.6511,0.7170000000000001,413.0,0.1184
0.027777777777777776,66.9934,0.627,338.0,0.0512
0.027777777777777776,0.014,0.5429999999999999,3.0,0.0092
0.027777777777777776,47.9233,0.7090000000000001,226.0,0.0141
0.027777777777777776,117.5885,1.534,580.0,0.0499
0.027777777777777776,161.4271,1.432,782.0,0.0189
0.027777777777777776,81.1611,1.3259999999999998,381.0,0.0144
0.027777777777777776,144.2146,1.263,703.0,0.0187
0.027777777777777776,188.6786,1.152,885.0,0.0183
0.027777777777777776,121.3524,1.151,586.0,0.5075
0.027777777777777776,115.4273,1.006,570.0,0.0328
0.027777777777777776,201.7727,0.974,973.0,0.5218
0.16666666666666666,0.0,0.452,37610.0,0.0
0.027777777777777776,0.0,0.468,1588.0,0.0
0.027777777777777776,0.0,0.541,1184.0,0.0
0.027777777777777776,0.0,0.569,2645.0,0.0
0.027777777777777776,0.0,0.446,3216.0,0.0
0.3333333333333333,5110841.9383000005,255.0,116402.0,2786.2304000000013
0.3333333333333333,7081062.8847,252.0,161572.0,3959.021400000001
0.027777777777777776,0.0,0.475,6897.0,0.0
0.3333333333333333,1642898.4707,0.55,36274.0,976.6118
0.027777777777777776,0.0465,0.634,3.0,0.0087
0.027777777777777776,66.2772,0.88,329.0,0.0179
0.027777777777777776,62.1229,0.871,336.0,0.0226
0.027777777777777776,78.2529,0.675,389.0,0.1182
0.027777777777777776,0.0,1.036,1.0,0.0
0.027777777777777776,72.8054,0.931,366.0,0.0187
0.027777777777777776,84.2658,0.815,427.0,0.1158
0.027777777777777776,68.9878,0.7090000000000001,348.0,0.051
0.027777777777777776,0.1026,0.989,2.0,0.0096
0.027777777777777776,43.2426,2.016,205.0,0.0136
0.027777777777777776,60.3919,0.927,310.0,0.0489
0.027777777777777776,86.2224,1.77,430.0,0.0179
0.027777777777777776,43.3289,1.074,207.0,0.0145
0.027777777777777776,0.0019,0.98,1.0,0.0043
0.027777777777777776,78.6329,0.883,397.0,0.0182
0.027777777777777776,93.9557,0.7440000000000001,454.0,0.0178
0.027777777777777776,66.7848,1.027,332.0,0.5
0.027777777777777776,62.8925,0.945,320.0,0.0322
0.027777777777777776,106.2824,0.841,525.0,0.5174
0.3333333333333333,307.0009,387.931,85.0,8.0256
0.1388888888888889,0.0,0.581,22502.0,0.0
0.3333333333333333,1005.8231,4919.518,161.0,15.6665
1.0,154757.1075,35373.77,27321.0,74.0273
1.0,146579.2779,35383.092000000004,26683.0,72.8071
1.0,147730.09699999998,35405.1,26611.0,72.5604
1.0,143288.4796,35446.845,26319.0,72.1323
1.0,147675.2396,35442.463,26926.0,73.2938
0.05555555555555555,0.0,0.659,4324.0,0.0
0.3333333333333333,2847.199,2253.705,82.0,77.1007
0.3333333333333333,427.527,0.602,454.0,119.8229
1.0,3553431.6407000013,98627.0,34136.0,11559.6602
0.027777777777777776,0.0,0.5589999999999999,2105.0,0.0
0.3333333333333333,532.7785,0.602,505.0,127.0418
0.3333333333333333,7.7005,943.022,5.0,0.0035
0.3333333333333333,1169.6013,17.169,32.0,0.7657
0.3333333333333333,0.0,25.351,1.0,0.0
0.027777777777777776,120.8909,1.383,645.0,0.0184
0.027777777777777776,0.0,1.341,18999.0,0.0
0.8888888888888888,2395.8363,1.338,12.0,3.9227
0.8888888888888888,577.811,70.095,8.0,3.7664
0.8888888888888888,359.06010000000015,230.743,6.0,2.3758
0.8888888888888888,577.4535999999998,200.662,7.0,3.8602
0.8888888888888888,1025.6323,127.73,10.0,3.7664
0.8888888888888888,0.0,1.721,5.0,0.0
0.027777777777777776,0.0387,7.7029999999999985,3.0,0.0057
0.027777777777777776,0.0069,6.484,1.0,0.002
0.8888888888888888,570.9877,1.789,10.0,1.9539
0.8888888888888888,0.0017,1.836,5.0,0.0128
0.8888888888888888,0.0019,2.662,4.0,0.0132
0.8888888888888888,0.0021,102.876,4.0,0.0132
0.8888888888888888,1604663.2347,9.125,3836.0,2533.1562
0.3333333333333333,136717.9236,2.822,2995.0,1363.3913
0.1111111111111111,0.6073,1.739,5.0,0.0238
0.3333333333333333,8430.4076,1.734,202.0,179.6433
0.1111111111111111,91.5994,3.16,12.0,0.0373
0.1111111111111111,1061.6758,208.553,141.0,0.0377
0.3333333333333333,1754263.5171,782659.0,36392.0,1062.6419999999996
0.3333333333333333,37337.7783,412.562,619.0,17.0955
0.3333333333333333,59551.8915,18058.465,1154.0,33.1143
0.8888888888888888,58025.732,1.886,147.0,92.5015
0.8888888888888888,1632078.4184,1.794,3875.0,2533.1826
0.027777777777777776,0.0,2.7960000000000003,6228.0,0.0
0.16666666666666666,0.0,10924.742,419.0,0.0
0.027777777777777776,0.0,7616.628000000002,411.0,0.0
0.027777777777777776,75.6832,1.484,378.0,0.0153
0.027777777777777776,0.0,1.578,177.0,0.0
0.3333333333333333,33039.982,82.867,505.0,12.7988
0.027777777777777776,49.7837,2.207,238.0,0.0208
0.027777777777777776,70.9599,4.171,358.0,0.0161
0.027777777777777776,71.3183,4.077,375.0,0.0213
0.027777777777777776,82.2701,3.993,413.0,0.1131
0.027777777777777776,46.1423,3.895,243.0,0.0712
0.027777777777777776,80.7859,3.791,404.0,0.0164
0.027777777777777776,95.8391,3.633,479.0,0.1162
0.027777777777777776,76.1064,3.522,381.0,0.0481
0.027777777777777776,76.8637,3.442,382.0,0.0149
0.027777777777777776,53.3241,4.327,252.0,0.0123
0.027777777777777776,78.0636,3.221,394.0,0.0472
0.027777777777777776,108.2863,3.119,545.0,0.0171
0.027777777777777776,193.1702,3.0,947.0,0.0179
0.027777777777777776,0.0,3.806,1.0,0.0
0.027777777777777776,97.6106,2.795,488.0,0.0169
0.027777777777777776,125.3384,2.705,592.0,0.0165
0.027777777777777776,79.6463,2.635,395.0,0.5016
0.027777777777777776,76.301,3.529,382.0,0.0319
0.027777777777777776,131.0493,2.398,646.0,0.5158
0.3333333333333333,38321.8188,3.2110000000000003,602.0,13.8909
0.027777777777777776,0.0,4.812,1.0,0.0
0.027777777777777776,0.0,1.87,35495.0,0.0
0.3333333333333333,13703.9393,3.626,273.0,5.9092
0.3333333333333333,13911.2873,3.324,264.0,5.5777
0.3333333333333333,14901.8175,2.4290000000000003,285.0,11.1345
0.3333333333333333,21502.6754,3.395,397.0,8.7151
0.3333333333333333,22396.5127,2.441,392.0,8.6962
0.3333333333333333,23657.3693,2.099,429.0,8.9141
0.3333333333333333,25338.8571,2.88,451.0,10.2697
0.3333333333333333,2287770.0543,2.773,50434.0,1746.3835
0.3333333333333333,3038641.8886,2.458,70544.0,1580.9917
0.3333333333333333,1660832.565,2.255,37601.0,907.3657
0.3333333333333333,3349722.6580000008,1.996,72476.0,2060.4481
0.3333333333333333,1492052.0199,2.766,33451.0,846.5623
0.3333333333333333,124109.4719,166277.945,2594.0,75.289
0.16666666666666666,0.0,0.701,11476.0,0.0
0.027777777777777776,0.0,1.717,14445.0,0.0
0.3333333333333333,0.0,1.489,2.0,0.0
0.3333333333333333,374.2523,1.1909999999999998,522.0,2.0672
0.3333333333333333,298.4056,1.119,414.0,2.0826
0.027777777777777776,0.0,803.0,81425.0,0.0
0.3333333333333333,0.0,1.096,1.0,0.0
0.027777777777777776,0.0,0.942,0.0,0.0
0.027777777777777776,35.8314,0.989,60.0,0.0062
0.027777777777777776,15.4902,2.27,58.0,0.0149
0.027777777777777776,15.1163,20.017,56.0,0.0131
0.3333333333333333,398.2545,533.495,547.0,2.0738
